,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,undPriceAsk,undPriceBid,undPriceMid,undPriceLondonTime,undPriceTimestamp
13,PLTR210129P00023500,2021-01-12 14:44:29,23.5,0.89,0.95,0.98,-0.08000004,-8.247426,3,3248,0.866212275390625,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
14,PLTR210129P00024000,2021-01-12 14:52:35,24.0,1.18,1.13,1.15,-0.0200001,-1.666675,65,3944,0.86132951171875,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
15,PLTR210129P00024500,2021-01-12 14:41:46,24.5,1.3,1.35,1.41,-0.20000005,-13.333336,13,2854,0.87695435546875,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
16,PLTR210129P00025000,2021-01-12 14:36:47,25.0,1.5,1.61,1.66,-0.14999998,-9.090908,2,1757,0.8896495410156249,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
17,PLTR210129P00025500,2021-01-12 14:54:48,25.5,1.94,1.87,1.92,-0.099999905,-4.901956,6,395,0.8940440283203124,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
18,PLTR210129P00026000,2021-01-12 14:47:39,26.0,2.13,2.14,2.18,-0.07999992,-3.619906,3,1607,0.89257919921875,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
19,PLTR210129P00026500,2021-01-11 20:19:28,26.5,2.54,2.43,2.51,0.0,0.0,32,342,0.9023447265625,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
20,PLTR210129P00027000,2021-01-12 14:51:23,27.0,2.85,2.71,2.84,-0.06000018,-2.0618618,1,372,0.901368173828125,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
21,PLTR210129P00027500,2021-01-11 20:55:25,27.5,3.3,3.1,3.2,0.0,0.0,56,109,0.9243171630859376,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
22,PLTR210129P00028000,2021-01-11 18:50:52,28.0,3.4,3.45,3.6,0.0,0.0,42,393,0.940430283203125,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
23,PLTR210129P00028500,2021-01-11 15:22:19,28.5,3.68,3.8,3.95,-0.22000003,-5.6410265,1,123,0.93945373046875,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
24,PLTR210129P00029000,2021-01-11 18:06:01,29.0,4.3,4.35,4.5,0.0,0.0,10,102,1.0273486132812502,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
25,PLTR210129P00029500,2021-01-08 16:22:54,29.5,4.8,4.7,4.95,0.0,0.0,269,93,1.0390673046875003,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
26,PLTR210129P00030000,2021-01-11 20:49:20,30.0,5.15,5.15,5.25,0.0,0.0,43,246,1.0341845166015626,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
27,PLTR210129P00030500,2021-01-11 15:38:51,30.5,5.2,5.45,5.6,0.0,0.0,2,81,0.9960937890625,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
28,PLTR210129P00031000,2021-01-11 15:22:10,31.0,5.85,5.8,5.95,0.0,0.0,3,6,0.96289099609375,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
29,PLTR210129P00031500,2021-01-11 20:43:40,31.5,6.48,6.3,6.45,0.0,0.0,2,12,1.009770576171875,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
30,PLTR210129P00032000,2021-01-11 15:17:42,32.0,6.7,6.75,6.9,0.0,0.0,22,151,1.0253954980468751,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
31,PLTR210129P00032500,2020-12-31 15:34:41,32.5,9.1,7.15,7.35,0.0,0.0,30,32,1.0205127099609377,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
32,PLTR210129P00033000,2021-01-08 14:39:19,33.0,8.1,7.6,7.75,0.0,0.0,4,51,1.009770576171875,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
33,PLTR210129P00033500,2021-01-08 14:39:22,33.5,8.6,8.0,8.2,0.0,0.0,3,33,0.993164130859375,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
34,PLTR210129P00035000,2021-01-08 20:45:39,35.0,10.25,9.5,9.65,0.0,0.0,61,57,1.08203583984375,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
35,PLTR210129P00036000,2021-01-08 14:38:59,36.0,10.65,10.5,10.7,0.0,0.0,1,24,1.171879140625,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
36,PLTR210129P00040000,2021-01-11 19:32:17,40.0,14.47,14.25,14.5,0.0,0.0,9,55,1.15625421875,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
0,PLTR210205P00015000,2021-01-08 18:31:12,15.0,0.05,0.01,0.09,0.0,0.0,1.0,52,1.0546922265625,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
1,PLTR210205P00017000,2021-01-12 14:38:10,17.0,0.08,0.09,0.12,-0.010000005,-11.111116,1.0,4,0.9570316796874999,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
2,PLTR210205P00017500,2021-01-11 17:20:06,17.5,0.13,0.11,0.13,0.0,0.0,5.0,6,0.9257819921875,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
3,PLTR210205P00018500,2021-01-11 20:24:56,18.5,0.21,0.17,0.2,0.0,0.0,7.0,115,0.9003916210937499,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
4,PLTR210205P00019000,2021-01-11 20:03:49,19.0,0.23,0.22,0.24,0.0,0.0,140.0,342,0.8906260937499999,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
5,PLTR210205P00020000,2021-01-11 20:56:07,20.0,0.38,0.37,0.38,0.0,0.0,214.0,1057,0.893555751953125,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
6,PLTR210205P00021000,2021-01-11 20:05:26,21.0,0.56,0.51,0.55,0.01999998,3.7037,1.0,415,0.86914193359375,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
7,PLTR210205P00022000,2021-01-12 14:41:31,22.0,0.75,0.78,0.88,-0.050000012,-6.250001,3.0,757,0.8955088574218748,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
8,PLTR210205P00022500,2021-01-11 20:43:46,22.5,0.99,0.92,1.03,0.0,0.0,139.0,250,0.8916026464843749,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
9,PLTR210205P00023000,2021-01-11 20:24:56,23.0,1.25,1.12,1.18,0.0,0.0,163.0,562,0.8945323046874999,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
10,PLTR210205P00023500,2021-01-11 20:54:49,23.5,1.4,1.31,1.4,0.0,0.0,44.0,182,0.9023447265625,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
11,PLTR210205P00024000,2021-01-12 14:42:55,24.0,1.43,1.53,1.64,-0.110000014,-7.1428585,1.0,396,0.91211025390625,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
12,PLTR210205P00024500,2021-01-11 18:53:10,24.5,1.85,1.78,1.88,0.0,0.0,137.0,298,0.920899228515625,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
13,PLTR210205P00025000,2021-01-12 14:51:33,25.0,2.1,2.03,2.14,-0.01999998,-0.9433954,2.0,498,0.9262702685546875,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
14,PLTR210205P00025500,2021-01-12 14:53:36,25.5,2.42,2.28,2.43,-0.00999999,-0.41152224,2.0,53,0.930664755859375,False,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
15,PLTR210205P00026000,2021-01-11 20:01:09,26.0,2.64,2.57,2.73,0.0,0.0,41.0,140,0.9389654541015625,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
16,PLTR210205P00026500,2021-01-12 14:42:53,26.5,2.78,2.83,2.98,-0.18000007,-6.081084,1.0,74,0.9257819921875,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
17,PLTR210205P00027000,2021-01-11 16:11:35,27.0,3.2,3.2,3.35,0.0,0.0,11.0,73,0.9506840869140624,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
18,PLTR210205P00027500,2021-01-11 18:53:10,27.5,3.53,3.5,3.7,0.0,0.0,2.0,15,0.9531254687499999,True,REGULAR,USD,26.38,26.34,26.36,2021-01-12 12:38:56.218494,1610455136.218494
